image,image_path,text,bbox,ocr_confidence,rule_hits,top_rule_category,top_rule_match_mode,grammar_issue_count,grammar_matches,llm_verdict,llm_reason,suggestion,priority,score,repeated_count
72165833-715f-469b-b701-e14b9602c2f1.png,screen_shot\阶段12：其他\72165833-715f-469b-b701-e14b9602c2f1.png,About Us,"[69, 370, 136, 388]",0.986255943775177,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
72165833-715f-469b-b701-e14b9602c2f1.png,screen_shot\阶段12：其他\72165833-715f-469b-b701-e14b9602c2f1.png,Customer Service,"[71, 428, 195, 442]",0.9865434169769287,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
72165833-715f-469b-b701-e14b9602c2f1.png,screen_shot\阶段12：其他\72165833-715f-469b-b701-e14b9602c2f1.png,☆ Settings,"[17, 473, 131, 508]",0.553770162165165,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
72165833-715f-469b-b701-e14b9602c2f1.png,screen_shot\阶段12：其他\72165833-715f-469b-b701-e14b9602c2f1.png,Home Gallery,"[20, 806, 138, 824]",0.9977243840694427,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
72165833-715f-469b-b701-e14b9602c2f1.png,screen_shot\阶段12：其他\72165833-715f-469b-b701-e14b9602c2f1.png,Create Account,"[254, 806, 377, 824]",0.996384859085083,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
8b0ead85-b9cd-441e-969e-9e291135a3c3.png,screen_shot\阶段12：其他\8b0ead85-b9cd-441e-969e-9e291135a3c3.png,10:39,"[35, 19, 82, 37]",0.9797652363777161,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
8b0ead85-b9cd-441e-969e-9e291135a3c3.png,screen_shot\阶段12：其他\8b0ead85-b9cd-441e-969e-9e291135a3c3.png,Settings,"[159, 62, 232, 89]",0.9907858371734619,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
8b0ead85-b9cd-441e-969e-9e291135a3c3.png,screen_shot\阶段12：其他\8b0ead85-b9cd-441e-969e-9e291135a3c3.png,Contact Us,"[72, 116, 159, 134]",0.986468493938446,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
8b0ead85-b9cd-441e-969e-9e291135a3c3.png,screen_shot\阶段12：其他\8b0ead85-b9cd-441e-969e-9e291135a3c3.png,Clear the Cache,"[71, 172, 198, 192]",0.9924644827842712,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
8b0ead85-b9cd-441e-969e-9e291135a3c3.png,screen_shot\阶段12：其他\8b0ead85-b9cd-441e-969e-9e291135a3c3.png,☆ Account Settings,"[38, 229, 202, 252]",0.5517532750964165,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
8b0ead85-b9cd-441e-969e-9e291135a3c3.png,screen_shot\阶段12：其他\8b0ead85-b9cd-441e-969e-9e291135a3c3.png,Q Language,"[21, 284, 152, 311]",0.6751250624656677,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
8b0ead85-b9cd-441e-969e-9e291135a3c3.png,screen_shot\阶段12：其他\8b0ead85-b9cd-441e-969e-9e291135a3c3.png,↑ Upload Log,"[26, 342, 161, 368]",0.9663321673870087,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
8b0ead85-b9cd-441e-969e-9e291135a3c3.png,screen_shot\阶段12：其他\8b0ead85-b9cd-441e-969e-9e291135a3c3.png,联 Disable Device,"[24, 402, 186, 426]",0.550059124827385,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
8b0ead85-b9cd-441e-969e-9e291135a3c3.png,screen_shot\阶段12：其他\8b0ead85-b9cd-441e-969e-9e291135a3c3.png,Date of Birth,"[72, 461, 167, 479]",0.9898583292961121,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
8b0ead85-b9cd-441e-969e-9e291135a3c3.png,screen_shot\阶段12：其他\8b0ead85-b9cd-441e-969e-9e291135a3c3.png,目 User Agreement,"[26, 526, 198, 551]",0.7600967288017273,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
8b0ead85-b9cd-441e-969e-9e291135a3c3.png,screen_shot\阶段12：其他\8b0ead85-b9cd-441e-969e-9e291135a3c3.png,自 Privacy Policy,"[25, 582, 179, 608]",0.994685709476471,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
8b0ead85-b9cd-441e-969e-9e291135a3c3.png,screen_shot\阶段12：其他\8b0ead85-b9cd-441e-969e-9e291135a3c3.png,习 Sign Out,"[25, 651, 142, 676]",0.860381692647934,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
8b0ead85-b9cd-441e-969e-9e291135a3c3.png,screen_shot\阶段12：其他\8b0ead85-b9cd-441e-969e-9e291135a3c3.png,"Version: 4.4.1, Build: 681","[117, 789, 276, 806]",0.9934276342391968,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
IMG_7198.PNG,screen_shot\阶段12：其他\IMG_7198.PNG,6:26,"[96, 34, 195, 82]",0.9893004894256592,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
IMG_7198.PNG,screen_shot\阶段12：其他\IMG_7198.PNG,5G,"[700, 41, 755, 76]",0.9974707365036011,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
IMG_7198.PNG,screen_shot\阶段12：其他\IMG_7198.PNG,XootGo,"[30, 245, 286, 318]",0.9945619702339172,[],,,1,"[{'message': 'Possible spelling mistake found.', 'shortMessage': 'Spelling mistake', 'replacements': [{'value': 'Quito'}, {'value': 'Outgo'}], 'offset': 0, 'length': 6, 'context': {'text': 'XootGo', 'offset': 0, 'length': 6}, 'sentence': 'XootGo', 'type': {'typeName': 'UnknownWord'}, 'rule': {'id': 'MORFOLOGIK_RULE_EN_US', 'description': 'Possible spelling mistake', 'issueType': 'misspelling', 'category': {'id': 'TYPOS', 'name': 'Possible Typo'}}, 'ignoreForIncompleteSentence': False, 'contextForSureMatch': 0}]",acceptable_but_unnatural,Ollama disabled,,P2,37,5
IMG_7198.PNG,screen_shot\阶段12：其他\IMG_7198.PNG,"Hello, welcome","[31, 364, 506, 431]",0.9891948699951172,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,17,1
IMG_7198.PNG,screen_shot\阶段12：其他\IMG_7198.PNG,set password,"[32, 541, 293, 586]",0.998362123966217,[],,,1,"[{'message': 'This sentence does not start with an uppercase letter.', 'shortMessage': 'Capitalization', 'replacements': [{'value': 'Set'}], 'offset': 0, 'length': 3, 'context': {'text': 'set password', 'offset': 0, 'length': 3}, 'sentence': 'set password', 'type': {'typeName': 'Other'}, 'rule': {'id': 'UPPERCASE_SENTENCE_START', 'description': 'Checks that a sentence starts with an uppercase letter', 'issueType': 'typographical', 'urls': [{'value': 'https://languagetool.org/insights/post/spelling-capital-letters/'}], 'category': {'id': 'CASING', 'name': 'Capitalization'}}, 'ignoreForIncompleteSentence': True, 'contextForSureMatch': -1}]",acceptable_but_unnatural,Ollama disabled,,P2,21,1
IMG_7198.PNG,screen_shot\阶段12：其他\IMG_7198.PNG,Select your region,"[34, 935, 381, 980]",0.976938784122467,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
IMG_7198.PNG,screen_shot\阶段12：其他\IMG_7198.PNG,Please select,"[59, 1054, 284, 1092]",0.9931792616844177,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
IMG_7198.PNG,screen_shot\阶段12：其他\IMG_7198.PNG,Enter the homepage,"[243, 1221, 638, 1270]",0.969049870967865,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
